,name_2,root_1,pitch_class_smaller,cents_diff,matched_pitch_class,n_edo
7,just diatonic,G,C,-31.37833246794579,C,18
11,just diatonic,G,D,31.37833246794571,D,18
13,just diatonic,G,E,-17.69204633278115,E,18
15,just diatonic,G,F,3.9100017307751354,F,18
0,just diatonic,A,A,0.0,A,18
3,just diatonic,A,B,-3.9100017307744803,B,18
5,just diatonic,A,C,17.69204633278079,C,18
8,just diatonic,A,D,13.782044602006016,D,18
11,just diatonic,A,E,31.378332467946088,E,18
12,just diatonic,A,F,-13.686286135164918,F,18
15,just diatonic,A,G,-17.596287865939992,G,18
0,just diatonic,B,B,0.0,B,18
2,just diatonic,B,C,21.602048063555493,C,18
5,just diatonic,B,D,17.692046332780414,D,18
7,just diatonic,B,E,-31.378332467945985,E,18
9,just diatonic,B,F,-9.776284404390282,F,18
12,just diatonic,B,G,-13.6862861351655,G,18
15,just diatonic,B,A,3.910001730774752,A,18
0,just diatonic,C,C,0.0,C,19
3,just diatonic,C,D,-14.436317520249002,D,19
6,just diatonic,C,E,-7.3663454437824125,E,19
8,just diatonic,C,F,7.218158760124521,F,19
11,just diatonic,C,G,-7.218158760124299,G,19
14,just diatonic,C,A,-0.1481866836581074,A,19
17,just diatonic,C,B,-14.584504203906423,B,19
0,just diatonic,D,D,0.0,D,19
3,just diatonic,D,E,7.069972076465807,E,19
5,just diatonic,D,F,21.654476280373164,F,19
8,just diatonic,D,G,7.218158760124521,G,19
11,just diatonic,D,A,14.28813083659036,A,19
14,just diatonic,D,B,-0.14818668365772292,B,19
16,just diatonic,D,C,14.436317520248538,C,19
0,just diatonic,E,E,0.0,E,19
2,just diatonic,E,F,14.584504203906665,F,19
5,just diatonic,E,G,0.14818668365802606,G,19
8,just diatonic,E,A,7.218158760124139,A,19
11,just diatonic,E,B,-7.218158760124106,B,19
13,just diatonic,E,C,7.366345443782594,C,19
16,just diatonic,E,D,-7.069972076466319,D,19
0,just diatonic,F,F,0.0,F,19
3,just diatonic,F,G,-14.43631752024881,G,19
6,just diatonic,F,A,-7.366345443782605,A,19
9,just diatonic,F,B,-21.80266296403081,B,19
11,just diatonic,F,C,-7.218158760124299,C,19
14,just diatonic,F,D,-21.654476280373,D,19
17,just diatonic,F,E,-14.584504203906619,E,19
0,just diatonic,G,G,0.0,G,19
3,just diatonic,G,A,7.069972076465807,A,19
6,just diatonic,G,B,-7.366345443782219,B,19
8,just diatonic,G,C,7.218158760124521,C,19
11,just diatonic,G,D,-7.218158760124492,D,19
14,just diatonic,G,E,-0.14818668365791515,E,19
16,just diatonic,G,F,14.436317520248538,F,19
0,just diatonic,A,A,0.0,A,19
3,just diatonic,A,B,-14.436317520248423,B,19
5,just diatonic,A,C,0.14818668365802606,C,19
8,just diatonic,A,D,-14.288130836590687,D,19
11,just diatonic,A,E,-7.218158760124106,E,19
13,just diatonic,A,F,7.366345443782594,F,19
16,just diatonic,A,G,-7.069972076466319,G,19
0,just diatonic,B,B,0.0,B,19
2,just diatonic,B,C,14.584504203906283,C,19
5,just diatonic,B,D,0.1481866836576417,D,19
8,just diatonic,B,E,7.218158760124139,E,19
10,just diatonic,B,F,21.80266296403079,F,19
13,just diatonic,B,G,7.366345443782211,G,19
16,just diatonic,B,A,14.436317520248158,A,19
