,name_2,root_1,pitch_class_smaller,edo_note_number,cents_diff,matched_pitch_class,n_edo
15,just diatonic,D,G,15,16.24071515110155,G,35
20,just diatonic,D,A,20,5.265574445613126,A,35
26,just diatonic,D,B,26,7.069858429123889,B,35
29,just diatonic,D,C,29,-1.8042839835104998,C,35
0,just diatonic,E,E,0,0.0,E,35
3,just diatonic,E,F,3,-8.874142412634594,F,35
9,just diatonic,E,G,9,-7.069858429124086,G,35
15,just diatonic,E,A,15,16.24071515110155,A,35
20,just diatonic,E,B,20,-16.240715151101515,B,35
24,just diatonic,E,C,24,9.170856721978161,C,35
30,just diatonic,E,D,30,10.975140705488421,D,35
0,just diatonic,F,F,0,0.0,F,35
6,just diatonic,F,G,6,1.8042839835105717,G,35
11,just diatonic,F,A,11,-9.170856721977897,A,35
17,just diatonic,F,B,17,-7.366572738466968,B,35
20,just diatonic,F,C,20,-16.240715151101902,C,35
26,just diatonic,F,D,26,-14.436431167591053,D,35
32,just diatonic,F,E,32,8.874142412634503,E,35
0,just diatonic,G,G,0,0.0,G,35
5,just diatonic,G,A,5,-10.975140705488768,A,35
11,just diatonic,G,B,11,-9.17085672197751,B,35
15,just diatonic,G,C,15,16.24071515110155,C,35
20,just diatonic,G,D,20,-16.240715151101707,D,35
26,just diatonic,G,E,26,7.069858429123889,E,35
29,just diatonic,G,F,29,-1.8042839835104998,F,35
0,just diatonic,A,A,0,0.0,A,35
6,just diatonic,A,B,6,1.8042839835109559,B,35
9,just diatonic,A,C,9,-7.069858429124086,C,35
15,just diatonic,A,D,15,-5.265574445612954,D,35
20,just diatonic,A,E,20,-16.240715151101902,E,35
24,just diatonic,A,F,24,9.170856721978161,F,35
30,just diatonic,A,G,30,10.975140705488421,G,35
0,just diatonic,B,B,0,0.0,B,35
3,just diatonic,B,C,3,-8.87414241263498,C,35
9,just diatonic,B,D,9,-7.069858429124278,D,35
15,just diatonic,B,E,15,16.24071515110155,E,35
18,just diatonic,B,F,18,7.366572738466893,F,35
24,just diatonic,B,G,24,9.17085672197778,G,35
29,just diatonic,B,A,29,-1.8042839835108846,A,35
0,just diatonic,C,C,0,0.0,C,36
6,just diatonic,C,D,6,-3.9100017307746735,D,36
12,just diatonic,C,E,12,13.686286135165219,E,36
15,just diatonic,C,F,15,1.9550008653876136,F,36
21,just diatonic,C,G,21,-1.9550008653873927,G,36
27,just diatonic,C,A,27,15.641287000552365,A,36
33,just diatonic,C,B,33,11.731285269777747,B,36
0,just diatonic,D,D,0,0.0,D,36
5,just diatonic,D,E,5,-15.737045467393239,E,36
9,just diatonic,D,F,9,5.865002596162303,F,36
15,just diatonic,D,G,15,1.9550008653876136,G,36
20,just diatonic,D,A,20,-13.782044602005968,A,36
27,just diatonic,D,B,27,15.641287000552746,B,36
30,just diatonic,D,C,30,3.910001730774752,C,36
0,just diatonic,E,E,0,0.0,E,36
3,just diatonic,E,F,3,-11.731285269777231,F,36
9,just diatonic,E,G,9,-15.641287000552529,G,36
15,just diatonic,E,A,15,1.9550008653872297,A,36
21,just diatonic,E,B,21,-1.9550008653872,B,36
24,just diatonic,E,C,24,-13.686286135165112,C,36
31,just diatonic,E,D,31,15.737045467393315,D,36
0,just diatonic,F,F,0,0.0,F,36
6,just diatonic,F,G,6,-3.910001730774866,G,36
12,just diatonic,F,A,12,13.686286135164837,A,36
18,just diatonic,F,B,18,9.776284404390458,B,36
21,just diatonic,F,C,21,-1.955000865387585,C,36
27,just diatonic,F,D,27,-5.865002596162659,D,36
33,just diatonic,F,E,33,11.731285269777365,E,36
0,just diatonic,G,G,0,0.0,G,36
5,just diatonic,G,A,5,-15.737045467393239,A,36
12,just diatonic,G,B,12,13.686286135165219,B,36
15,just diatonic,G,C,15,1.9550008653876136,C,36
21,just diatonic,G,D,21,-1.955000865387585,D,36
27,just diatonic,G,E,27,15.641287000552365,E,36
30,just diatonic,G,F,30,3.9100017307751354,F,36
0,just diatonic,A,A,0,0.0,A,36
6,just diatonic,A,B,6,-3.9100017307744803,B,36
9,just diatonic,A,C,9,-15.641287000552529,C,36
16,just diatonic,A,D,16,13.782044602006016,D,36
21,just diatonic,A,E,21,-1.9550008653873927,E,36
24,just diatonic,A,F,24,-13.686286135164918,F,36
31,just diatonic,A,G,31,15.737045467393695,G,36
0,just diatonic,B,B,0,0.0,B,36
3,just diatonic,B,C,3,-11.731285269777812,C,36
9,just diatonic,B,D,9,-15.641287000552722,D,36
15,just diatonic,B,E,15,1.9550008653872297,E,36
18,just diatonic,B,F,18,-9.776284404390282,F,36
24,just diatonic,B,G,24,-13.6862861351655,G,36
30,just diatonic,B,A,30,3.910001730774752,A,36
0,just diatonic,C,C,0,0.0,C,37
6,just diatonic,C,D,6,-9.315407136180417,D,37
12,just diatonic,C,E,12,2.8754753243541304,E,37
15,just diatonic,C,F,15,-11.55851264812579,F,37
22,just diatonic,C,G,22,11.558512648126296,G,37
27,just diatonic,C,A,27,-8.683037323771746,A,37
34,just diatonic,C,B,34,14.433987972480368,B,37
0,just diatonic,D,D,0,0.0,D,37
6,just diatonic,D,E,6,12.190882460534588,E,37
9,just diatonic,D,F,9,-2.2431055119455103,F,37
15,just diatonic,D,G,15,-11.55851264812579,G,37
21,just diatonic,D,A,21,0.6323698124083246,A,37
27,just diatonic,D,B,27,-8.683037323771552,B,37
31,just diatonic,D,C,31,9.315407136180326,C,37
0,just diatonic,E,E,0,0.0,E,37
3,just diatonic,E,F,3,-14.433987972480045,F,37
10,just diatonic,E,G,10,8.683037323771819,G,37
15,just diatonic,E,A,15,-11.558512648125983,A,37
22,just diatonic,E,B,22,11.558512648126296,B,37
25,just diatonic,E,C,25,-2.875475324354256,C,37
31,just diatonic,E,D,31,-12.190882460534517,D,37
0,just diatonic,F,F,0,0.0,F,37
6,just diatonic,F,G,6,-9.315407136180609,G,37
12,just diatonic,F,A,12,2.8754753243541304,A,37
18,just diatonic,F,B,18,-6.439931811826021,B,37
22,just diatonic,F,C,22,11.558512648125914,C,37
28,just diatonic,F,D,28,2.2431055119454957,D,37
34,just diatonic,F,E,34,14.433987972479986,E,37
0,just diatonic,G,G,0,0.0,G,37
6,just diatonic,G,A,6,12.190882460534588,A,37
12,just diatonic,G,B,12,2.8754753243545146,B,37
15,just diatonic,G,C,15,-11.558512648125983,C,37
22,just diatonic,G,D,22,11.558512648125914,D,37
27,just diatonic,G,E,27,-8.683037323771746,E,37
31,just diatonic,G,F,31,9.315407136180326,F,37
0,just diatonic,A,A,0,0.0,A,37
6,just diatonic,A,B,6,-9.31540713618003,B,37
10,just diatonic,A,C,10,8.683037323771819,C,37
16,just diatonic,A,D,16,-0.6323698124081817,D,37
22,just diatonic,A,E,22,11.558512648126296,E,37
25,just diatonic,A,F,25,-2.875475324353871,F,37
31,just diatonic,A,G,31,-12.190882460534517,G,37
0,just diatonic,B,B,0,0.0,B,37
3,just diatonic,B,C,3,-14.433987972480432,C,37
10,just diatonic,B,D,10,8.683037323771437,D,37
15,just diatonic,B,E,15,-11.558512648126177,E,37
19,just diatonic,B,F,19,6.439931811825975,F,37
25,just diatonic,B,G,25,-2.8754753243544484,G,37
31,just diatonic,B,A,31,9.315407136179944,A,37
0,just diatonic,C,C,0,0.0,C,38
6,just diatonic,C,D,6,-14.436317520249002,D,38
12,just diatonic,C,E,12,-7.3663454437824125,E,38
16,just diatonic,C,F,16,7.218158760124521,F,38
22,just diatonic,C,G,22,-7.218158760124299,G,38
28,just diatonic,C,A,28,-0.1481866836581074,A,38
34,just diatonic,C,B,34,-14.584504203906423,B,38
0,just diatonic,D,D,0,0.0,D,38
6,just diatonic,D,E,6,7.069972076465807,E,38
9,just diatonic,D,F,9,-9.924471088047987,F,38
16,just diatonic,D,G,16,7.218158760124521,G,38
22,just diatonic,D,A,22,14.28813083659036,A,38
28,just diatonic,D,B,28,-0.14818668365772292,B,38
32,just diatonic,D,C,32,14.436317520248538,C,38
0,just diatonic,E,E,0,0.0,E,38
4,just diatonic,E,F,4,14.584504203906665,F,38
10,just diatonic,E,G,10,0.14818668365802606,G,38
16,just diatonic,E,A,16,7.218158760124139,A,38
22,just diatonic,E,B,22,-7.218158760124106,B,38
26,just diatonic,E,C,26,7.366345443782594,C,38
32,just diatonic,E,D,32,-7.069972076466319,D,38
0,just diatonic,F,F,0,0.0,F,38
6,just diatonic,F,G,6,-14.43631752024881,G,38
12,just diatonic,F,A,12,-7.366345443782605,A,38
19,just diatonic,F,B,19,9.776284404390458,B,38
22,just diatonic,F,C,22,-7.218158760124299,C,38
29,just diatonic,F,D,29,9.924471088048035,D,38
34,just diatonic,F,E,34,-14.584504203906619,E,38
0,just diatonic,G,G,0,0.0,G,38
6,just diatonic,G,A,6,7.069972076465807,A,38
12,just diatonic,G,B,12,-7.366345443782219,B,38
16,just diatonic,G,C,16,7.218158760124521,C,38
22,just diatonic,G,D,22,-7.218158760124492,D,38
28,just diatonic,G,E,28,-0.14818668365791515,E,38
32,just diatonic,G,F,32,14.436317520248538,F,38
0,just diatonic,A,A,0,0.0,A,38
6,just diatonic,A,B,6,-14.436317520248423,B,38
10,just diatonic,A,C,10,0.14818668365802606,C,38
16,just diatonic,A,D,16,-14.288130836590687,D,38
22,just diatonic,A,E,22,-7.218158760124106,E,38
26,just diatonic,A,F,26,7.366345443782594,F,38
32,just diatonic,A,G,32,-7.069972076466319,G,38
0,just diatonic,B,B,0,0.0,B,38
4,just diatonic,B,C,4,14.584504203906283,C,38
10,just diatonic,B,D,10,0.1481866836576417,D,38
16,just diatonic,B,E,16,7.218158760124139,E,38
19,just diatonic,B,F,19,-9.776284404390282,F,38
26,just diatonic,B,G,26,7.366345443782211,G,38
32,just diatonic,B,A,32,14.436317520248158,A,38
0,just diatonic,C,C,0,0.0,C,39
7,just diatonic,C,D,7,11.474613653840736,D,39
13,just diatonic,C,E,13,13.686286135165219,E,39
16,just diatonic,C,F,16,-5.737306826919819,F,39
23,just diatonic,C,G,23,5.7373068269202685,G,39
29,just diatonic,C,A,29,7.948979308244753,A,39
35,just diatonic,C,B,35,-11.345637807145277,B,39
0,just diatonic,D,D,0,0.0,D,39
6,just diatonic,D,E,6,2.211672481324351,E,39
10,just diatonic,D,F,10,13.557310288470237,F,39
16,just diatonic,D,G,16,-5.737306826920012,G,39
22,just diatonic,D,A,22,-3.5256343455959285,A,39
29,just diatonic,D,B,29,7.948979308245136,B,39
32,just diatonic,D,C,32,-11.474613653840471,C,39
0,just diatonic,E,E,0,0.0,E,39
4,just diatonic,E,F,4,11.345637807145646,F,39
10,just diatonic,E,G,10,-7.948979308244856,G,39
16,just diatonic,E,A,16,-5.737306826920205,A,39
23,just diatonic,E,B,23,5.737306826920651,B,39
26,just diatonic,E,C,26,-13.686286135165112,C,39
33,just diatonic,E,D,33,-2.2116724813245576,D,39
0,just diatonic,F,F,0,0.0,F,39
7,just diatonic,F,G,7,11.474613653840736,G,39
13,just diatonic,F,A,13,13.686286135164837,A,39
19,just diatonic,F,B,19,-5.60833098022508,B,39
23,just diatonic,F,C,23,5.7373068269202685,C,39
29,just diatonic,F,D,29,-13.557310288470449,D,39
35,just diatonic,F,E,35,-11.345637807145664,E,39
0,just diatonic,G,G,0,0.0,G,39
6,just diatonic,G,A,6,2.211672481324351,A,39
13,just diatonic,G,B,13,13.686286135165219,B,39
16,just diatonic,G,C,16,-5.737306826920205,C,39
23,just diatonic,G,D,23,5.7373068269202685,D,39
29,just diatonic,G,E,29,7.948979308244753,E,39
32,just diatonic,G,F,32,-11.474613653840278,F,39
0,just diatonic,A,A,0,0.0,A,39
7,just diatonic,A,B,7,11.474613653841116,B,39
10,just diatonic,A,C,10,-7.948979308244856,C,39
17,just diatonic,A,D,17,3.5256343455957264,D,39
23,just diatonic,A,E,23,5.7373068269202685,E,39
26,just diatonic,A,F,26,-13.686286135164918,F,39
33,just diatonic,A,G,33,-2.2116724813245576,G,39
0,just diatonic,B,B,0,0.0,B,39
4,just diatonic,B,C,4,11.345637807145263,C,39
10,just diatonic,B,D,10,-7.948979308244856,D,39
16,just diatonic,B,E,16,-5.737306826920398,E,39
20,just diatonic,B,F,20,5.608330980225209,F,39
26,just diatonic,B,G,26,-13.6862861351655,G,39
32,just diatonic,B,A,32,-11.474613653840859,A,39
0,just diatonic,C,C,0,0.0,C,40
7,just diatonic,C,D,7,6.089998269224897,D,40
13,just diatonic,C,E,13,3.686286135165129,E,40
17,just diatonic,C,F,17,11.955000865387618,F,40
23,just diatonic,C,G,23,-11.95500086538743,G,40
29,just diatonic,C,A,29,-14.35871299944774,A,40
36,just diatonic,C,B,36,-8.268714730222182,B,40
0,just diatonic,D,D,0,0.0,D,40
6,just diatonic,D,E,6,-2.403712134060088,E,40
10,just diatonic,D,F,10,5.865002596162303,F,40
17,just diatonic,D,G,17,11.955000865387618,G,40
23,just diatonic,D,A,23,9.551288731327528,A,40
29,just diatonic,D,B,29,-14.35871299944735,B,40
33,just diatonic,D,C,33,-6.089998269225296,C,40
0,just diatonic,E,E,0,0.0,E,40
4,just diatonic,E,F,4,8.26871473022266,F,40
11,just diatonic,E,G,11,14.358712999447894,G,40
17,just diatonic,E,A,17,11.955000865387234,A,40
23,just diatonic,E,B,23,-11.955000865387042,B,40
27,just diatonic,E,C,27,-3.686286135164955,C,40
34,just diatonic,E,D,34,2.4037121340599725,D,40
0,just diatonic,F,F,0,0.0,F,40
7,just diatonic,F,G,7,6.089998269224897,G,40
13,just diatonic,F,A,13,3.6862861351647447,A,40
20,just diatonic,F,B,20,9.776284404390458,B,40
23,just diatonic,F,C,23,-11.955000865387817,C,40
30,just diatonic,F,D,30,-5.865002596162659,D,40
36,just diatonic,F,E,36,-8.268714730222761,E,40
0,just diatonic,G,G,0,0.0,G,40
6,just diatonic,G,A,6,-2.4037121340598953,A,40
13,just diatonic,G,B,13,3.686286135165129,B,40
17,just diatonic,G,C,17,11.955000865387618,C,40
23,just diatonic,G,D,23,-11.95500086538743,D,40
29,just diatonic,G,E,29,-14.358712999447546,E,40
33,just diatonic,G,F,33,-6.089998269225103,F,40
0,just diatonic,A,A,0,0.0,A,40
7,just diatonic,A,B,7,6.08999826922528,B,40
11,just diatonic,A,C,11,14.358712999447894,C,40
17,just diatonic,A,D,17,-9.551288731327203,D,40
23,just diatonic,A,E,23,-11.955000865387236,E,40
27,just diatonic,A,F,27,-3.6862861351647624,F,40
34,just diatonic,A,G,34,2.4037121340599725,G,40
0,just diatonic,B,B,0,0.0,B,40
4,just diatonic,B,C,4,8.268714730222277,C,40
11,just diatonic,B,D,11,14.358712999447512,D,40
17,just diatonic,B,E,17,11.955000865387234,E,40
20,just diatonic,B,F,20,-9.776284404390282,F,40
27,just diatonic,B,G,27,-3.6862861351651475,G,40
33,just diatonic,B,A,33,-6.089998269225682,A,40
0,just diatonic,C,C,0,0.0,C,41
7,just diatonic,C,D,7,0.9680470497129766,D,41
13,just diatonic,C,E,13,-5.82590898678619,E,41
17,just diatonic,C,F,17,-0.4840235248564388,F,41
24,just diatonic,C,G,24,0.4840235248564308,G,41
30,just diatonic,C,A,30,-6.309932511642513,A,41
37,just diatonic,C,B,37,-5.341885461929592,B,41
0,just diatonic,D,D,0,0.0,D,41
6,just diatonic,D,E,6,-6.793956036499121,E,41
10,just diatonic,D,F,10,-1.4520705745694784,F,41
17,just diatonic,D,G,17,-0.4840235248566311,G,41
23,just diatonic,D,A,23,-7.277979561355376,A,41
30,just diatonic,D,B,30,-6.309932511642321,B,41
34,just diatonic,D,C,34,-0.9680470497128231,C,41
0,just diatonic,E,E,0,0.0,E,41
4,just diatonic,E,F,4,5.3418854619302385,F,41
11,just diatonic,E,G,11,6.309932511642783,G,41
17,just diatonic,E,A,17,-0.4840235248566311,A,41
24,just diatonic,E,B,24,0.4840235248568151,B,41
28,just diatonic,E,C,28,5.825908986786089,C,41
35,just diatonic,E,D,35,6.793956036498981,D,41
0,just diatonic,F,F,0,0.0,F,41
7,just diatonic,F,G,7,0.9680470497125924,G,41
13,just diatonic,F,A,13,-5.8259089867863825,A,41
20,just diatonic,F,B,20,-4.8578619370731,B,41
24,just diatonic,F,C,24,0.4840235248564308,C,41
31,just diatonic,F,D,31,1.4520705745691749,D,41
37,just diatonic,F,E,37,-5.341885461929785,E,41
0,just diatonic,G,G,0,0.0,G,41
6,just diatonic,G,A,6,-6.793956036499121,A,41
13,just diatonic,G,B,13,-5.82590898678619,B,41
17,just diatonic,G,C,17,-0.4840235248566311,C,41
24,just diatonic,G,D,24,0.4840235248568151,D,41
30,just diatonic,G,E,30,-6.309932511642707,E,41
34,just diatonic,G,F,34,-0.9680470497128231,F,41
0,just diatonic,A,A,0,0.0,A,41
7,just diatonic,A,B,7,0.9680470497129766,B,41
11,just diatonic,A,C,11,6.309932511642783,C,41
18,just diatonic,A,D,18,7.27797956135579,D,41
24,just diatonic,A,E,24,0.4840235248564308,E,41
28,just diatonic,A,F,28,5.825908986786473,F,41
35,just diatonic,A,G,35,6.793956036499364,G,41
0,just diatonic,B,B,0,0.0,B,41
4,just diatonic,B,C,4,5.341885461929471,C,41
11,just diatonic,B,D,11,6.3099325116424,D,41
17,just diatonic,B,E,17,-0.4840235248568233,E,41
21,just diatonic,B,F,21,4.857861937073268,F,41
28,just diatonic,B,G,28,5.825908986786089,G,41
34,just diatonic,B,A,34,-0.9680470497132077,A,41
0,just diatonic,C,C,0,0.0,C,42
7,just diatonic,C,D,7,-3.9100017307746735,D,42
14,just diatonic,C,E,14,13.686286135165219,E,42
17,just diatonic,C,F,17,-12.330713420326662,F,42
25,just diatonic,C,G,25,12.330713420326951,G,42
31,just diatonic,C,A,31,1.3555727148380259,A,42
38,just diatonic,C,B,38,-2.5544290159364236,B,42
0,just diatonic,D,D,0,0.0,D,42
6,just diatonic,D,E,6,-10.975140705488768,E,42
10,just diatonic,D,F,10,-8.420711689551776,F,42
17,just diatonic,D,G,17,-12.330713420326662,G,42
24,just diatonic,D,A,24,5.265574445613126,A,42
31,just diatonic,D,B,31,1.35557271483841,B,42
35,just diatonic,D,C,35,3.910001730774752,C,42
0,just diatonic,E,E,0,0.0,E,42
4,just diatonic,E,F,4,2.5544290159366034,F,42
11,just diatonic,E,G,11,-1.3555727148381513,G,42
17,just diatonic,E,A,17,-12.330713420326662,A,42
25,just diatonic,E,B,25,12.330713420327331,B,42
28,just diatonic,E,C,28,-13.686286135165112,C,42
36,just diatonic,E,D,36,10.975140705488421,D,42
0,just diatonic,F,F,0,0.0,F,42
7,just diatonic,F,G,7,-3.910001730774866,G,42
14,just diatonic,F,A,14,13.686286135164837,A,42
21,just diatonic,F,B,21,9.776284404390458,B,42
25,just diatonic,F,C,25,12.330713420326951,C,42
32,just diatonic,F,D,32,8.4207116895518,D,42
38,just diatonic,F,E,38,-2.554429015936808,E,42
0,just diatonic,G,G,0,0.0,G,42
6,just diatonic,G,A,6,-10.975140705488768,A,42
14,just diatonic,G,B,14,13.686286135165219,B,42
17,just diatonic,G,C,17,-12.330713420326855,C,42
25,just diatonic,G,D,25,12.330713420326951,D,42
31,just diatonic,G,E,31,1.3555727148380259,E,42
35,just diatonic,G,F,35,3.9100017307751354,F,42
0,just diatonic,A,A,0,0.0,A,42
7,just diatonic,A,B,7,-3.9100017307744803,B,42
11,just diatonic,A,C,11,-1.3555727148379588,C,42
18,just diatonic,A,D,18,-5.265574445612954,D,42
25,just diatonic,A,E,25,12.330713420326951,E,42
28,just diatonic,A,F,28,-13.686286135164918,F,42
36,just diatonic,A,G,36,10.975140705488421,G,42
0,just diatonic,B,B,0,0.0,B,42
4,just diatonic,B,C,4,2.5544290159362193,C,42
11,just diatonic,B,D,11,-1.3555727148383436,D,42
17,just diatonic,B,E,17,-12.330713420327049,E,42
21,just diatonic,B,F,21,-9.776284404390282,F,42
28,just diatonic,B,G,28,-13.6862861351655,G,42
35,just diatonic,B,A,35,3.910001730774752,A,42
